dataset,image,gt_id_1,gt_id_2,merged,pred_id_1,pred_id_2,interface_len_px,area_1,area_2,centroid_r,centroid_c,iface_mean_intensity,cell_mean_intensity,local_contrast,iface_fg_coverage,pair_fg_coverage
whole_cell,whole_cell_figure_1,133,141,True,143,143,83,271,203,197.6144578313253,559.855421686747,87.75903614457832,85.11181434599156,-2.647221798586756,0.7228915662650602,0.689873417721519
whole_cell,whole_cell_figure_1,134,135,False,134,140,14,202,100,185.0,248.5,48.642857142857146,89.49337748344371,40.85052034058656,0.35714285714285715,0.7284768211920529
whole_cell,whole_cell_figure_1,134,142,False,134,140,23,202,173,192.47826086956522,246.7391304347826,86.30434782608695,90.248,3.9436521739130512,0.782608695652174,0.736
whole_cell,whole_cell_figure_1,135,142,True,140,140,20,100,173,189.15,254.85,72.1,97.05494505494505,24.954945054945057,0.95,0.7912087912087912
whole_cell,whole_cell_figure_1,137,150,False,139,155,19,206,261,204.78947368421052,588.4736842105264,49.21052631578947,60.99571734475375,11.785191028964277,0.3157894736842105,0.5246252676659529
whole_cell,whole_cell_figure_1,138,145,True,137,137,25,191,157,196.24,197.0,101.08,98.13793103448276,-2.9420689655172367,0.8,0.7442528735632183
whole_cell,whole_cell_figure_1,141,143,True,143,143,54,203,231,198.6851851851852,567.6851851851852,63.5,83.20046082949308,19.700460829493082,0.5555555555555556,0.6820276497695853
whole_cell,whole_cell_figure_1,143,150,False,143,155,42,231,261,207.64285714285714,573.6428571428571,38.666666666666664,67.66869918699187,29.00203252032521,0.023809523809523808,0.5752032520325203
whole_cell,whole_cell_figure_1,144,401,False,148,141,16,341,107,198.75,141.3125,112.8125,104.64955357142857,-8.16294642857143,1.0,0.8839285714285714
whole_cell,whole_cell_figure_1,145,149,False,137,150,10,157,269,202.7,198.7,41.6,94.94366197183099,53.34366197183099,0.0,0.7652582159624414
whole_cell,whole_cell_figure_1,146,153,True,152,152,33,400,132,215.72727272727272,226.03030303030303,130.9090909090909,114.37218045112782,-16.53691045796309,1.0,0.8214285714285714
whole_cell,whole_cell_figure_1,146,159,True,152,152,16,400,188,219.6875,234.6875,59.9375,105.63775510204081,45.70025510204081,0.625,0.79421768707483
whole_cell,whole_cell_figure_1,147,380,True,158,158,6,252,312,220.5,409.6666666666667,91.5,91.93971631205673,0.43971631205673134,0.8333333333333334,0.8085106382978723
whole_cell,whole_cell_figure_1,148,151,False,151,156,44,498,295,210.63636363636363,55.86363636363637,69.11363636363636,110.49180327868852,41.37816691505216,0.6363636363636364,0.8902900378310215
whole_cell,whole_cell_figure_1,151,375,False,156,147,4,295,254,205.5,42.0,88.0,99.74134790528232,11.741347905282325,1.0,0.7887067395264117
whole_cell,whole_cell_figure_1,152,160,False,160,164,26,324,274,223.03846153846155,375.96153846153845,50.80769230769231,93.28595317725753,42.47826086956522,0.2692307692307692,0.7575250836120402
whole_cell,whole_cell_figure_1,152,163,False,160,171,37,324,196,231.27027027027026,392.4864864864865,50.0,86.91346153846153,36.91346153846153,0.43243243243243246,0.7442307692307693
